-9,993140E-2;-7,122902E-3
-8,979295E-2;-6,839606E-3
-7,968374E-2;-6,554203E-3
-6,954115E-2;-6,262442E-3
-5,947012E-2;-5,968203E-3
-4,929633E-2;-5,666757E-3
-3,921941E-2;-5,359739E-3
-2,907792E-2;-5,043253E-3
-1,897070E-2;-4,718823E-3
-8,826538E-3;-4,383252E-3
1,157772E-3;-4,039968E-3
1,129846E-2;-3,677506E-3
2,140751E-2;-3,302045E-3
3,154651E-2;-2,908199E-3
4,165336E-2;-2,495778E-3
5,179388E-2;-2,057261E-3
6,192811E-2;-1,595085E-3
7,200449E-2;-1,112504E-3
8,216940E-2;-6,156130E-4
9,222861E-2;-8,411455E-5
1,023999E-1;5,152338E-4
1,125017E-1;1,136297E-3
1,226427E-1;1,784779E-3
1,327272E-1;2,496639E-3
1,428865E-1;3,235462E-3
1,530131E-1;4,039210E-3
1,631688E-1;4,889037E-3
1,732955E-1;5,791501E-3
1,834556E-1;6,763376E-3
1,935482E-1;7,782782E-3
2,037023E-1;8,891958E-3
2,138282E-1;1,006813E-2
2,239689E-1;1,133561E-2
2,341253E-1;1,269242E-2
2,442496E-1;1,413487E-2
2,544075E-1;1,569365E-2
2,644950E-1;1,734352E-2
2,746350E-1;1,913810E-2
2,847432E-1;2,105574E-2
2,948827E-1;2,313997E-2
3,049893E-1;2,536935E-2
3,151291E-1;2,779664E-2
3,252025E-1;3,038679E-2
3,353363E-1;3,317919E-2
3,454434E-1;3,629956E-2
3,555856E-1;3,974343E-2
3,656906E-1;4,350845E-2
3,758316E-1;4,772322E-2
3,859710E-1;5,239528E-2
3,960451E-1;5,763663E-2
4,062372E-1;6,362673E-2
4,163314E-1;7,044398E-2
4,264916E-1;7,835331E-2
4,366156E-1;8,754520E-2
4,467753E-1;9,850263E-2
4,568517E-1;1,115705E-1
4,670019E-1;1,274597E-1
4,771284E-1;1,469562E-1
4,872854E-1;1,714049E-1
4,974099E-1;2,020059E-1
5,075673E-1;2,410973E-1
5,176597E-1;2,906382E-1
5,278177E-1;3,548092E-1
5,379319E-1;4,368482E-1
5,480691E-1;5,420638E-1
5,582111E-1;6,759531E-1
5,683151E-1;8,434109E-1
5,762181E-1;1,000577E+0
5,762132E-1;1,000576E+0
5,762111E-1;1,000581E+0
5,761964E-1;1,000573E+0
5,761953E-1;1,000580E+0
5,761874E-1;1,000583E+0
5,762513E-1;1,000572E+0
5,761967E-1;1,000578E+0
5,762094E-1;1,000574E+0
5,761752E-1;1,000577E+0
5,761929E-1;1,000582E+0
5,761678E-1;1,000582E+0
5,761706E-1;1,000585E+0
