-9,994966E-2;-1,040737E-2
-9,893255E-2;-1,034639E-2
-9,794728E-2;-1,028662E-2
-9,693021E-2;-1,022542E-2
-9,594607E-2;-1,016590E-2
-9,496145E-2;-1,010693E-2
-9,394383E-2;-1,004535E-2
-9,298038E-2;-9,989575E-3
-9,196388E-2;-9,928784E-3
-9,097951E-2;-9,870272E-3
-8,996248E-2;-9,809331E-3
-8,897718E-2;-9,750390E-3
-8,796099E-2;-9,689471E-3
-8,697516E-2;-9,630529E-3
-8,595812E-2;-9,569823E-3
-8,497162E-2;-9,511445E-3
-8,398762E-2;-9,452573E-3
-8,297095E-2;-9,392067E-3
-8,198763E-2;-9,333335E-3
-8,096734E-2;-9,272417E-3
-7,991841E-2;-9,210102E-3
-7,893377E-2;-9,151359E-3
-7,791649E-2;-9,090597E-3
-7,693027E-2;-9,031802E-3
-7,591358E-2;-8,970829E-3
-7,492826E-2;-8,911596E-3
-7,394490E-2;-8,853109E-3
-7,292753E-2;-8,792176E-3
-7,194212E-2;-8,733228E-3
-7,092585E-2;-8,672690E-3
-6,994041E-2;-8,613609E-3
-6,892204E-2;-8,552641E-3
-6,793739E-2;-8,493664E-3
-6,692061E-2;-8,432375E-3
-6,593574E-2;-8,373489E-3
-6,491920E-2;-8,312550E-3
-6,393205E-2;-8,253170E-3
-6,294817E-2;-8,194038E-3
-6,193097E-2;-8,133399E-3
-6,094651E-2;-8,074851E-3
-5,993468E-2;-8,014032E-3
-5,895114E-2;-7,955121E-3
-5,793335E-2;-7,893576E-3
-5,695055E-2;-7,834418E-3
-5,593152E-2;-7,773237E-3
-5,494697E-2;-7,713959E-3
-5,396335E-2;-7,654251E-3
-5,294580E-2;-7,592366E-3
-5,196136E-2;-7,532895E-3
-5,094265E-2;-7,471693E-3
-4,995883E-2;-7,412115E-3
-4,894182E-2;-7,350217E-3
-4,795729E-2;-7,290359E-3
-4,693788E-2;-7,228083E-3
-4,595385E-2;-7,168346E-3
-4,493690E-2;-7,106570E-3
-4,395218E-2;-7,046541E-3
-4,296596E-2;-6,986294E-3
-4,194968E-2;-6,923795E-3
-4,096480E-2;-6,863482E-3
-3,991570E-2;-6,799607E-3
-3,889707E-2;-6,737037E-3
-3,791344E-2;-6,676684E-3
-3,689524E-2;-6,614184E-3
-3,591052E-2;-6,553404E-3
-3,489131E-2;-6,490975E-3
-3,390769E-2;-6,430458E-3
-3,292289E-2;-6,369738E-3
-3,190638E-2;-6,307097E-3
-3,092130E-2;-6,246027E-3
-2,990293E-2;-6,182794E-3
-2,891855E-2;-6,122230E-3
-2,790034E-2;-6,059184E-3
