-9,987654E-2;-1,714365E-2
-8,973681E-2;-1,628066E-2
-7,962714E-2;-1,541509E-2
-6,948384E-2;-1,454203E-2
-5,941234E-2;-1,366806E-2
-4,923867E-2;-1,277862E-2
-3,916148E-2;-1,188970E-2
-2,901895E-2;-1,098521E-2
-1,891136E-2;-1,007308E-2
-8,784458E-3;-9,152328E-3
1,151668E-3;-8,230067E-3
1,129441E-2;-7,272448E-3
2,140356E-2;-6,300613E-3
3,154353E-2;-5,306345E-3
4,165379E-2;-4,292476E-3
5,179493E-2;-3,251470E-3
6,193136E-2;-2,183412E-3
7,201029E-2;-1,093241E-3
8,219279E-2;3,912605E-5
9,226257E-2;1,194999E-3
1,024029E-1;2,395418E-3
1,125144E-1;3,633250E-3
1,226573E-1;4,918473E-3
1,327429E-1;6,242379E-3
1,429022E-1;7,626041E-3
1,530294E-1;9,058377E-3
1,631692E-1;1,054931E-2
1,732933E-1;1,209785E-2
1,834504E-1;1,371561E-2
1,935404E-1;1,539164E-2
2,036911E-1;1,715073E-2
2,138142E-1;1,898450E-2
2,239709E-1;2,090799E-2
2,341260E-1;2,292210E-2
2,442493E-1;2,502427E-2
2,544065E-1;2,724156E-2
2,644932E-1;2,955365E-2
2,746346E-1;3,199913E-2
2,847435E-1;3,456992E-2
2,948836E-1;3,729198E-2
3,049918E-1;4,016452E-2
3,151321E-1;4,322098E-2
3,252067E-1;4,644463E-2
3,353429E-1;4,990041E-2
3,454503E-1;5,358452E-2
3,555930E-1;5,754664E-2
3,656987E-1;6,179634E-2
3,758424E-1;6,640455E-2
3,859821E-1;7,140417E-2
3,960570E-1;7,682358E-2
4,062480E-1;8,285580E-2
4,163410E-1;8,946740E-2
4,265001E-1;9,689671E-2
4,366044E-1;1,054846E-1
4,467618E-1;1,150122E-1
4,568543E-1;1,259461E-1
4,670040E-1;1,388174E-1
4,771297E-1;1,540880E-1
4,872868E-1;1,725723E-1
4,974089E-1;1,951454E-1
5,075662E-1;2,232680E-1
5,176561E-1;2,583940E-1
5,278131E-1;3,032935E-1
5,379268E-1;3,605460E-1
5,480676E-1;4,343906E-1
5,582098E-1;5,294371E-1
5,683160E-1;6,507129E-1
5,784565E-1;8,052502E-1
5,885311E-1;9,958836E-1
5,887555E-1;1,000738E+0
5,887506E-1;1,000736E+0
5,887467E-1;1,000744E+0
5,887411E-1;1,000743E+0
5,887340E-1;1,000736E+0
5,887301E-1;1,000742E+0
5,887284E-1;1,000745E+0
5,887255E-1;1,000746E+0
5,887213E-1;1,000745E+0
5,887192E-1;1,000740E+0
5,887153E-1;1,000746E+0
